agency_name,agency_name_secondary,agency_address,agency_phone,agency_website,agency_wheelchair_access,available_beds,intake_open_appointments,populations_served,languages_spoken,last_updated,agency_hours_sunday_open,agency_hours_sunday_close,intake_hours_sunday_open,intake_hours_sunday_close,agency_hours_monday_open,agency_hours_monday_close,intake_hours_monday_open,intake_hours_monday_close,agency_hours_tuesday_open,agency_hours_tuesday_close,intake_hours_tuesday_open,intake_hours_tuesday_close,agency_hours_wednesday_open,agency_hours_wednesday_close,intake_hours_wednesday_open,intake_hours_wednesday_close,agency_hours_thursday_open,agency_hours_thursday_close,intake_hours_thursday_open,intake_hours_thursday_close,agency_hours_friday_open,agency_hours_friday_close,intake_hours_friday_open,intake_hours_friday_close,agency_hours_saturday_open,agency_hours_saturday_close,intake_hours_saturday_open,intake_hours_saturday_close
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Secondary Agency Name:,"360 South Westlake Avenue,Los Angeles, CA 90057",(213) 483-9202,,,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0,,,"English, Spanish",Last Updated: 8/12/2025 9:09:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLINICA MONSENOR OSCAR A. ROMERO,,"123 South Alvarado Street,Los Angeles, CA 90057",(323) 987-1034,,,,,,"English, Spanish",Last Updated: 8/11/2025 9:00:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXODUS RECOVERY INC.,Secondary Agency Name:,"1902 Marengo Street, Suite 109-110,Los Angeles, CA 90033",(323) 276-6450,,,,,,English,Last Updated: 8/14/2025 5:34:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOMELESS HEALTH CARE LOS ANGELES, INC.",,"2330 West Beverly Boulevard,Los Angeles, CA 90057",(213) 744-0724,,,,,,"English, Spanish",Last Updated: 7/29/2025 1:12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ADDICTION RESEARCH AND TREATMENT, INC.",,"1701 Zonal Avenue,Los Angeles, CA 90033",(323) 223-6298,,,,,,"English, Spanish",Last Updated: 11/20/2019 9:09:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BAART BEHAVIORAL HEALTH SERVICES, INC.",Secondary Agency Name:,"1701 Zonal Avenue,Los Angeles, CA 90033",(323) 223-6298,,,,,,"English, Spanish",Last Updated: 11/20/2022 11:09:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESCUELA HISPANA DE ALCOHOL,,"305 North Soto Street, Unit # B,East Los Angeles, CA 90033",(323) 264-7001,,,,,,"English, Spanish",Last Updated: 4/5/2022 5:00:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLINICA MONSENOR OSCAR A. ROMERO,,"2032 Marengo Street, Suite B ,Los Angeles, CA 90033",(323) 987-1034,,,,,,"English, Spanish",Last Updated: 8/12/2025 9:46:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRI-HELP, INC.",,",Los Angeles, CA 90032",(323) 222-1440,,,RBHAdult - M: 0,,,"English, Spanish",Last Updated: 8/13/2025 8:24:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALCOHOLISM CENTER FOR WOMEN, INC.",,"1135 South Alvarado Street,Los Angeles, CA 90006",(213) 381-8500,,,RS(3.1)Adult - F: 3RS(3.5)Adult - F: 3,,,English,Last Updated: 8/14/2025 8:32:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLUNTEERS OF AMERICA OF LOS ANGELES,Secondary Agency Name:,"2521 Long Beach Avenue,Los Angeles, CA 90058",(562) 399-5452,,,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0R-WMAdult - M: 0,,,Spanish,Last Updated: 8/14/2025 9:07:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALCOHOLISM CENTER FOR WOMEN, INC.",,"1147 South Alvarado Street,Los Angeles, CA 90006",(213) 381-8500,,,,,,"English, Spanish",Last Updated: 8/14/2025 8:32:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAFETY CONSULTANT SERVICES, INC.",,"2904 South Main Street,Los Angeles, CA 90007",(213) 748-9444,,,,,,"English, Spanish",Last Updated: 6/29/2017 2:00:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SALVATION ARMY, A CALIFORNIA CORPORATION",Secondary Agency Name:,"3107 South Grand Avenue,Los Angeles, CA 90007",(213) 744-8186,,,RS(3.1)Adult - M: 0,,,"English, Spanish",Last Updated: 8/14/2025 8:17:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JWCH INSTITUTE, INC.",,",Los Angeles, CA 90011",(310) 608-1505,,,RBHAdult - F: 0,,,"English, Spanish",Last Updated: 8/13/2025 9:06:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JWCH INSTITUTE, INC.",,",Los Angeles, CA 90007",(310) 608-1505,,,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 9:06:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SADLER HEALTHCARE, INC.",Secondary Agency Name:,"1731 Menlo Avenue,Los Angeles, CA 90006",(323) 251-1485,,,RS(3.1)Adult - M: 6RS(3.5)Adult - M: 6R-WMAdult - M: 0,,,English,Last Updated: 8/14/2025 9:15:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHILDREN'S HOSPITAL LOS ANGELES,,"3250 Wilshire Boulevard, 300,Los Angeles, CA 90010",(323) 361-2463,,,,,,Spanish,Last Updated: 8/14/2025 8:25:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Secondary Agency Name:,"155 South Bimini Place,Los Angeles, CA 90004",(877) 507-6242,,,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 1,,,Spanish,Last Updated: 8/14/2025 8:43:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",Secondary Agency Name:,"3421 East Olympic Boulevard,Los Angeles, CA 90023",(323) 262-1786,,,,,,Spanish,Last Updated: 8/14/2025 8:13:17 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",,",Los Angeles, CA 90023",(877) 507-6242,,,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 7:02:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",,",Los Angeles, CA 90023",(877) 507-6242,,,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 7:02:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",,",Los Angeles, CA 90023",(877) 507-6242,,,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 7:02:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",Secondary Agency Name:,"4099 North Mission Road,Los Angeles, CA 90032",(323) 221-1746,,,,,,Spanish,Last Updated: 8/14/2025 8:13:17 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEOPLE COORDINATED SERVICES OF SOUTHERN CALIFORNIA,Secondary Agency Name:,"3021 South Vermont Avenue,Los Angeles, CA 90007",(323) 732-9124,,,,,,English,Last Updated: 8/14/2025 8:30:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Secondary Agency Name:,"453 South Indiana Street,Los Angeles, CA 90063",(877) 507-6242,,,RS(3.1)Adult - F: 0RS(3.5)Adult - F: 0,,,Spanish,Last Updated: 8/14/2025 8:46:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ADDICTION RESEARCH AND TREATMENT, INC.",,"4920 South Avalon Boulevard,Los Angeles, CA 90011",(323) 235-5035,,,,,,"Armenian, English, Farsi, Spanish",Last Updated: 7/29/2025 9:24:03 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVALON-CARVER COMMUNITY CENTER,,"4920 South Avalon Boulevard,Los Angeles, CA 90011",(323) 232-4391,,,,,,"English, Spanish",Last Updated: 7/4/2017 2:00:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BAART BEHAVIORAL HEALTH SERVICES, INC.",,"4920 South Avalon Boulevard,Los Angeles, CA 90011",(323) 235-5035,,,,,,"Arabic, Armenian, English, Farsi, Spanish",Last Updated: 7/29/2025 9:24:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRI-HELP, INC.",Secondary Agency Name:,"4439, 4445, 4455 Burns Avenue,Los Angeles, CA 90029",(323) 222-1440,,,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0R-WMAdult - M: 0Adult - F: 0,,,"English, Spanish",Last Updated: 8/13/2025 8:24:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SADLER HEALTHCARE, INC.",,"225 North Mariposa Avenue,Los Angeles, CA 90004",(323) 251-1485,,,RS(3.1)Adult - M: 4RS(3.5)Adult - M: 4R-WMAdult - M: 0,,,English,Last Updated: 8/14/2025 9:15:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KOREATOWN YOUTH AND COMMUNITY CENTER, INC.",,"3727 West 6th Street, Suite 411,Los Angeles, CA 90020",(213) 365-7400,,,,,,"English, Korean, Spanish",Last Updated: 8/13/2025 9:40:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JWCH INSTITUTE, INC.",Secondary Agency Name:,"303 East 52nd Street,Los Angeles, CA 90011",(323) 918-2139,,,RS(3.1)Adult - F: 2RS(3.5)Adult - F: 2,,,"English, Spanish",Last Updated: 8/13/2025 9:06:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEOPLE COORDINATED SERVICES OF SOUTHERN CALIFORNIA,Secondary Agency Name:,"1319 South Manhattan Place,Los Angeles, CA 90019",(323) 732-9124,,,RS(3.1)Adult - M: 0Adult - F: 0,,,"English, Spanish",Last Updated: 8/14/2025 8:30:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPECIAL SERVICE FOR GROUPS, INC.",Secondary Agency Name:,"5715 South Broadway,Los Angeles, CA 90037",(323) 948-0433,,,,,,"English, Spanish",Last Updated: 8/13/2025 10:18:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRINCIPLES, INC.",,"3217 North Eastern Avenue, 102 & 103,Los Angeles, CA 90032",(213) 625-5009,,,,,,"Armenian, English, Spanish",Last Updated: 8/13/2025 10:31:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRI-HELP, INC.",,",Los Angeles, CA 90032",(323) 222-1440,,,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 8:24:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIVERSION SAFETY PROGRAMS, INC.",,"6606 Pacific Boulevard, 215,Huntington Park, CA 90255",(323) 585-0764,,,,,,"English, Spanish",Last Updated: 6/30/2017 8:25:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTERN PACIFIC MED-CORP,,"4544 San Fernando Road, Suite 201,Glendale, CA 91204",(818) 956-3737,,,,,,"Armenian, English, Farsi, Russian, Spanish, Tagalog",Last Updated: 8/14/2025 5:26:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHABAD OF CALIFORNIA, INC.",,",Los Angeles, CA 90019",(323) 965-1365,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:41:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EGGLESTON YOUTH CENTERS, INC., D. B. A. EGGLESTON SUBSTANCE ABUSE AND EDUCATION PROGRAM",,"3901 West Adams Boulevard,Los Angeles, CA 90018",(626) 472-6000,,,,,,"English, Spanish",Last Updated: 8/8/2025 8:54:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESSIE CLEVELAND COMMUNITY SERVICES CORPORATION,,"8019 Compton Avenue,Los Angeles, CA 90001",(323) 586-7333,,,,,,Spanish,Last Updated: 7/28/2025 3:50:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIDI HIRSCH PSYCHIATRIC SERVICE,Secondary Agency Name:,"1540 East Colorado Street,Glendale, CA 91205",(818) 244-7257,,,,,,"English, Farsi, Spanish",Last Updated: 8/14/2025 8:52:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPECIAL SERVICE FOR GROUPS, INC.",,",Los Angeles, CA 90003",(323) 948-0433,,,RBHAdult - F: 1,,,English,Last Updated: 8/13/2025 10:19:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CANON HUMAN SERVICES, INC.",,",Los Angeles, CA 90003",(323) 249-9097,,,RBHAdult - M: 0,,,Spanish,Last Updated: 8/13/2025 10:39:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NARCOTIC PREVENTION ASSOCIATION, INC.",,"942 South Atlantic Boulevard, Suite 100,Los Angeles, CA 90022",(323) 263-9700,,,,,,"American Sign Language, English, Spanish",Last Updated: 8/12/2025 8:18:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIGHT ON PROGRAMS,,"522 East Broadway Avenue, Suite 101,Glendale, CA 91205",(818) 240-1683,,,,,,"Armenian, English, Spanish",Last Updated: 6/30/2017 8:32:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SALVATION ARMY, A CALIFORNIA CORPORATION",Secondary Agency Name:,"5600 Rickenbacker Road, Building 2A-B,Bell, CA 90201",(949) 524-5058,,,RS(3.1)Adult - M: 3Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0,,,English,Last Updated: 8/14/2025 8:14:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,Secondary Agency Name:,",Los Angeles, CA 90022",(562) 906-2676,,,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN NESS RECOVERY HOUSE,,"1919 North Beachwood Drive,Los Angeles, CA 90068",(323) 463-4266,,,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0,,,"English, Spanish",Last Updated: 8/14/2025 7:32:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HELPLINE YOUTH COUNSELING, INC.",,"5400 East Olympic Boulevard, Suite 225,Commerce, CA 90022",(213) 226-0969,,,,,,"English, Spanish",Last Updated: 8/14/2025 8:04:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.",,",Los Angeles, CA 90019",(323) 293-6291,,,RBHAdult - F: 1,,,English,Last Updated: 8/14/2025 9:20:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,",Los Angeles, CA 90002",(626) 537-1807,,,RBHAdult - M: 0,,,English,Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SHIELDS FOR FAMILIES, INC.",Secondary Agency Name:,"9307 South Central Avenue,Los Angeles, CA 90002",(323) 564-6982,,,,,,"English, Spanish",Last Updated: 7/25/2019 9:18:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MELA COUNSELING SERVICES CENTER, INC.",,"5723 Whittier Boulevard,Los Angeles, CA 90022",(323) 721-6855,,,,,,"English, Spanish",Last Updated: 8/14/2025 9:13:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENNY LANE CENTERS,,"5628 East Slauson,Commerce, CA 90040",(818) 430-4445,,,,,,"English, Spanish",Last Updated: 8/14/2025 8:30:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.",Secondary Agency Name:,"5318 Crenshaw Boulevard,Los Angeles, CA 90043",(323) 293-6291,,,RS(3.1)Adult - M: 1Adult - F: 1,,,"English, Korean, Samoan, Spanish",Last Updated: 8/14/2025 9:20:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CANON HUMAN SERVICES, INC.",,"9705 South Holmes Avenue,Los Angeles, CA 90002",(323) 249-9097,,,RS(3.1)Adult - M: 0,,,"English, Spanish",Last Updated: 8/13/2025 10:39:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,Secondary Agency Name:,"8919 & 8921 California Avenue,South Gate, CA 90280",(323) 487-5002,,,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0,,,Spanish,Last Updated: 8/13/2025 8:42:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",Secondary Agency Name:,"6838 Sunset Boulevard,Hollywood, CA 90028",(323) 461-3161,,,,,,"English, Spanish",Last Updated: 8/14/2025 9:37:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHABAD OF CALIFORNIA, INC.",,",Los Angeles, CA 90036",(323) 965-1365,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:41:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHABAD OF CALIFORNIA, INC.",,"5675 West Olympic Boulevard,Los Angeles, CA 90036",(323) 965-1365,,,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,,English,Last Updated: 8/14/2025 8:41:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.",,",Los Angeles, CA 90016",(323) 293-6291,,,RBHAdult - M: 1,,,English,Last Updated: 8/14/2025 9:20:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXODUS RECOVERY INC.,,",Los Angeles, CA 90044",(323) 276-6465,,,RBHAdult - M: 0Adult - F: 0,,,Spanish,Last Updated: 8/14/2025 5:34:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COMPATIOR, INC.",,",Los Angeles, CA 90044",(323) 378-2009,,,RBHAdult - M: 0,,,Spanish,Last Updated: 8/11/2025 11:25:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAFETY CONSULTANT SERVICES, INC.",,"4120 Tweedy Boulevard,South Gate, CA 90280",(323) 567-0527,,,,,,"English, Spanish",Last Updated: 6/29/2017 10:24:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COMPATIOR, INC.",,"4363 Tweedy Boulevard,South Gate, CA 90280",(323) 378-2009,,,,,,"English, Spanish",Last Updated: 8/11/2025 11:25:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FAMILIES FOR CHILDREN, INC.",Secondary Agency Name:,"2504 West Manchester Boulevard,Inglewood, CA 90305",(323) 751-3805,,,,,,"Armenian, English, Spanish",Last Updated: 8/14/2025 8:53:29 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,",Alhambra, CA 90803",(626) 537-1886,,,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SHIELDS FOR FAMILIES, INC.",Secondary Agency Name:,"11705 Deputy Yamamoto Place, Suite A,Lynwood, CA 90262",(323) 242-5000,,,,,,"English, Spanish",Last Updated: 8/14/2025 9:26:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HIGH ROAD PROGRAM, THE",,"700 South Arroyo Parkway,Pasadena, CA 91105",(626) 793-6159,,,,,,"English, Spanish",Last Updated: 6/29/2017 1:39:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRINCIPLES, INC.",Secondary Agency Name:,",Alhambra, CA 91801",(626) 798-0884,,,RBHAdult - M: 0Adult - F: 0,,,"English, Spanish",Last Updated: 8/13/2025 9:01:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ADDICTION RESEARCH AND TREATMENT, INC.",Secondary Agency Name:,"11900 South Avalon Boulevard, Suite 200,Los Angeles, CA 90061",(323) 242-0500,,,,,,"English, Farsi, Spanish",Last Updated: 10/28/2020 12:06:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",Secondary Agency Name:,"12021 South Wilmington Avenue, Building 18, Suite 301,Los Angeles, CA 90059",(424) 454-6081,,,,,,"English, Spanish",Last Updated: 8/13/2025 11:07:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",Secondary Agency Name:,"12021 South Wilmington Avenue, Building 18, Suite 101,Los Angeles, CA 90059",(424) 454-6001,,,R-WMAdult - M: 1Adult - F: 0,,,English,Last Updated: 8/14/2025 8:56:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEALTHRIGHT 360,Secondary Agency Name:,"12021 South Wilmington Avenue, 3rd Floor, Suite 300,Los Angeles, CA 90059",(424) 454-6042,,,RS(3.1)Adult - M: 0Adult - F: 0RS(3.3)Adult - M: 0RS(3.5)Adult - M: 0Adult - F: 0,,,"English, Spanish",Last Updated: 8/12/2025 10:58:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SHIELDS FOR FAMILIES, INC.",Secondary Agency Name:,"2620 Industry Way, Suite A,Lynwood, CA 90262",(323) 242-5000,,,,,,"English, Spanish",Last Updated: 8/14/2025 9:26:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN NESS RECOVERY HOUSE,,",West Hollywood, CA 90046",(323) 463-4266,,,RBHAdult - M: 0Adult - F: 0,,,"English, Spanish",Last Updated: 8/14/2025 7:32:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIDI HIRSCH PSYCHIATRIC SERVICE,Secondary Agency Name:,"323 North Prairie Avenue, 150, 155, 290, 315, 325, 350, 430, 450,Inglewood, CA 90301",(310) 677-7808,,,,,,English,Last Updated: 8/14/2025 8:52:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHABAD OF CALIFORNIA, INC.",Secondary Agency Name:,"1750 South La Cienega Boulevard,  Suites A, B, C and D,Los Angeles, CA 90035",(323) 965-1365,,,,,,English,Last Updated: 8/14/2025 8:41:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALHAMBRA SAFETY SERVICES,,"926 East Garvey Avenue, Suite A,Monterey Park, CA 91755",(626) 571-6988,,,,,,"English, Japanese, Other Chinese Languages, Spanish, Vietnamese",Last Updated: 6/29/2017 1:54:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CANON HUMAN SERVICES, INC.",,",Los Angeles, CA 90061",(323) 249-9097,,,RBHAdult - M: 0,,,Spanish,Last Updated: 8/13/2025 10:39:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEW HOPE DRUG & ALCOHOL TREATMENT PROGRAM, INC.",,"1841 & 1841 1/2 West Imperial Highway,Los Angeles, CA 90047",(323) 750-2850,,,,,,"English, Spanish",Last Updated: 5/22/2024 1:15:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.",Secondary Agency Name:,"520 North La Brea, #236,Inglewood, CA 90302",(323) 294-4932,,,,,,"English, Spanish, Vietnamese",Last Updated: 8/14/2025 8:20:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN TOWN CORPORATION,Secondary Agency Name:,"8739 Santa Monica Boulevard,West Hollywood, CA 90069",(310) 623-1477,,,,,,English,Last Updated: 8/14/2025 8:12:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INGLEWOOD SUBSTANCE ABUSE,,"400 South La Brea Avenue, Suite 203,Inglewood, CA 90301",(310) 673-5882,,,,,,"English, Spanish",Last Updated: 8/23/2017 3:00:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEIT T'SHUVAH,,"8831 Venice Boulevard,Los Angeles, CA 90034",(310) 280-3692,,,RS(3.1)Adult - M: 0Adult - F: 0,,,English,Last Updated: 8/14/2025 9:03:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASA DE LAS AMIGAS,,"169 North Oak Knoll Avenue,Pasadena, CA 91101",(626) 792-2770,,,,,,"Armenian, English, Spanish",Last Updated: 8/13/2025 10:37:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ADDICTION RESEARCH AND TREATMENT, INC.",Secondary Agency Name:,"11682 Atlantic Avenue,Lynwood, CA 90262",(310) 537-5883,,,,,,English,Last Updated: 9/4/2019 9:28:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PAX HOUSE, INC.",,"750 East Walnut Street,Pasadena, CA 91101",(626) 398-3897,,,,,,"Korean, Spanish",Last Updated: 9/5/2024 4:56:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",,",Inglewood, CA 90303",(310) 679-9126,,,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/13/2025 10:32:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",,",Inglewood, CA 90303",(310) 679-9126,,,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/13/2025 10:32:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,",Pasadena, CA 91103",(626) 421-6382,,,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/6/2025 9:55:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRINCIPLES, INC.",,",Pasadena, CA 91103",(626) 798-0884,,,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/13/2025 9:01:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GRANDVIEW FOUNDATION, INC.",,",Pasadena, CA 91103",(626) 797-1124,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:35:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Secondary Agency Name:,"44 South Mentor Avenue,Pasadena, CA 91106",(877) 507-6242,,,,,,Spanish,Last Updated: 7/2/2025 2:01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIVINE HEALTHCARE SERVICES, INC.",,"405 West Manchester Boulevard, Suite A,Inglewood, CA 90301",(310) 672-3820,,,,,,"English, Spanish",Last Updated: 8/13/2025 9:22:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,",Pasadena, CA 91106",(626) 421-6382,,,RBHAdult - M: 0Adult - F: 0,,,Spanish,Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GRANDVIEW FOUNDATION, INC.",,"1230 North Marengo Avenue,Pasadena, CA 91103",(626) 797-1124,,,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0R-WMAdult - M: 0,,,"English, Farsi, Spanish",Last Updated: 8/14/2025 8:35:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
